"Created Date","Changed Date",Name,Description,Keywords,Reference,Visible,Private,Schedule,Labels,"Marker Feeds",Category,"Marker Instance ID","Category ID","Marker ID",Latitude,Longitude
"2017-03-31 18:52:17","2017-06-09 21:26:54","Lot 545","NW of RL-2.A ""M"" permit allows motorcycle parking in all ""M"" lots on both Main and East campuses. Permits are required 7:30 a.m.&ndash;5 p.m., M&ndash;F unless otherwise specified on lot signage. ",545,,1,0,,,,Motorcycle,194213,20989,136510,40.012913,-105.253532
"2017-03-31 18:52:21","2017-06-09 21:30:24","Lot 546","NW of SEEC in lot 556.A ""M"" permit allows motorcycle parking in all ""M"" lots on both Main and East campuses. Permits are required 7:30 a.m.&ndash;5 p.m., M&ndash;F unless otherwise specified on lot signage. ",546,,1,0,,,,Motorcycle,194214,20989,136511,40.011036,-105.241295
"2017-03-31 18:52:25","2017-06-09 21:26:45","Lot 552","NE of lot 580.A ""M"" permit allows motorcycle parking in all ""M"" lots on both Main and East campuses. Permits are required 7:30 a.m.&ndash;5 p.m., M&ndash;F unless otherwise specified on lot signage. ",552,,1,0,,,,Motorcycle,194215,20989,136512,40.013462,-105.247162
"2017-03-31 18:52:29","2017-06-09 21:29:57","Lot 604","SW of Stearns (Williams Village). A ""M"" permit allows motorcycle parking in all ""M"" lots on both Main and East campuses. Permits are required 7:30 a.m.&ndash;5 p.m., M&ndash;F unless otherwise specified on lot signage. ",604,,1,0,,,,Motorcycle,194216,20989,136513,39.998413,-105.252815
"2017-03-31 18:52:33","2017-06-09 21:30:01","Lot 613","NE of Stearns (Williams Village).A ""M"" permit allows motorcycle parking in all ""M"" lots on both Main and East campuses. Permits are required 7:30 a.m.&ndash;5 p.m., M&ndash;F unless otherwise specified on lot signage. ",613,,1,0,,,,Motorcycle,194217,20989,136514,39.999813,-105.251602
"2017-03-31 18:52:37","2017-06-09 21:30:20","Lot 598","SE of Space Science. A ""M"" permit allows motorcycle parking in all ""M"" lots on both Main and East campuses. Permits are required 7:30 a.m.&ndash;5 p.m., M&ndash;F unless otherwise specified on lot signage. ",598,,1,0,,,,Motorcycle,194218,20989,136515,40.011204,-105.244904
"2017-03-31 18:52:41","2017-06-22 18:06:50","Lot 599","SW corner of lot 543.A ""M"" permit allows motorcycle parking in all ""M"" lots on both Main and East campuses. Permits are required 7:30 a.m.&ndash;5 p.m., M&ndash;F unless otherwise specified on lot signage. ",599,,1,0,,,,Motorcycle,194219,20989,136516,40.008278,-105.247658
"2017-03-31 18:52:45","2017-05-26 15:06:19","RTD Broadway & Baseline Rd, Northbound","Stop #12479. Station is accessible. Routes AB1BoundDashFF1FF2FF5GSSKIP",,,1,0,,,,"RTD bus stops",194220,20997,136517,39.999584,-105.263115
"2017-03-31 18:52:49","2017-06-06 16:06:43","RTD Baseline Rd & Broadway, Eastbound","Stop #12348. Station is accessible. Routes 204225225D225EBound",,,1,0,,,,"RTD bus stops",194221,20997,136518,40.000160,-105.261642
"2017-03-31 18:52:53","2017-05-26 15:06:28","RTD Baseline Rd & Broadway, Westbound","Stop #12338. Station is accessible. Routes204225225D225E",,,1,0,,,,"RTD bus stops",194222,20997,136519,40.000359,-105.262764
"2017-03-31 18:52:57","2017-05-26 17:37:45","RTD Regent Dr & Broadway, Westbound","Stop #23668. Station is accessible. Routes209209G",,,1,0,,,,"RTD bus stops",194223,20997,136520,40.003990,-105.266418
"2017-03-31 18:53:38","2017-05-26 15:06:33","RTD Broadway & 20th St, Southbound","Stop #12434. Station is accessible. Routes204225225D225EDashFF1FF2FF5GSSkip",,,1,0,,,,"RTD bus stops",194225,20997,136522,40.003201,-105.267387
"2017-03-31 18:53:42","2017-05-26 15:06:37","RTD Broadway & Regent Dr, Northbound","Stop #12585. Station is accessible. Routes204209209G225225D225EDashFF1FF2FF5GSSkip",,,1,0,,,,"RTD bus stops",194226,20997,136523,40.004028,-105.268494
"2017-03-31 18:53:50","2017-05-26 15:06:42","RTD 18th St & Broadway","Stop #34165. Station is accessible. RoutesStampede",,,1,0,,,,"RTD bus stops",194228,20997,136525,40.004818,-105.269653
"2017-03-31 18:53:54","2017-05-26 15:06:46","RTD Broadway & Euclid Ave, Northbound","Stop #12433. Station is accessible. Routes204225225D225EAB1DashFF1FF2FF5GSSkip",,,1,0,,,,"RTD bus stops",194229,20997,136526,40.005451,-105.271660
"2017-03-31 18:53:58","2017-05-26 15:32:34","RTD 16th St & Broadway","Stop #33138. Station is accessible. RoutesHop",,,1,0,,,,"RTD bus stops",194230,20997,136527,40.005646,-105.272392
"2017-03-31 18:54:02","2017-05-26 15:32:38","RTD Broadway & Euclid Ave., Southbound","Stop #12432.  Routes204225225D225EAB1DashFF1FF2FF5FlexGSSkip",,,1,0,,,,"RTD bus stops",194231,20997,136528,40.006500,-105.272926
"2017-03-31 18:54:06","2017-05-26 15:32:47","RTD 14th St & College Ave","Stop #33135. Station is accessible.   RoutesHop",,,1,0,,,,"RTD bus stops",194232,20997,136529,40.007076,-105.275078
"2017-03-31 18:54:11","2017-05-26 15:32:52","RTD College Ave & 13th St","Stop #33079. Station is accessible.RoutesHop",,,1,0,,,,"RTD bus stops",194233,20997,136530,40.007370,-105.275566
"2017-03-31 18:54:15","2017-05-26 15:32:57","RTD Broadway & College Ave, Southbound","Stop #12574. Station is accessible. Routes204225225D225EAB1DashGSSkip",,,1,0,,,,"RTD bus stops",194234,20997,136531,40.007835,-105.275299
"2017-03-31 18:54:19","2017-05-26 15:33:01","RTD Broadway & Pleasant St, Northbound","Stop #17892. Station is accessible. Routes204225225D225EAB1DashGSSkip",,,1,0,,,,"RTD bus stops",194235,20997,136532,40.009300,-105.275925
"2017-03-31 18:54:23","2017-05-26 15:33:06","RTD Broadway & University Ave, Southbound","Stop #12609. Station is accessible. Routes 204225225D225EDashSkip",,,1,0,,,,"RTD bus stops",194236,20997,136533,40.009846,-105.276665
"2017-03-31 18:54:26","2017-05-26 15:33:10","RTD Broadway & University Ave, Northbound","Stop #12608. Station is accessible. Routes204225225D225EDashSkip",,,1,0,,,,"RTD bus stops",194237,20997,136534,40.010883,-105.276993
"2017-03-31 18:54:30","2017-05-26 16:01:59","RTD Broadway & Marine St, Northbound","Stop #25444. Station is accessible. Routes204225225D225EDashSkip",,,1,0,,,,"RTD bus stops",194238,20997,136535,40.013149,-105.278214
"2017-03-31 18:54:34","2017-05-26 16:02:04","RTD Broadway & Arapahoe Ave, Southbound","Stop #17928. Station is accessible. Routes204225225D225EDashSkip",,,1,0,,,,"RTD bus stops",194239,20997,136536,40.013348,-105.278542
"2017-03-31 18:54:38","2017-05-26 16:02:08","RTD Arapahoe Ave & Broadway, Westbound","Stop #12200. Station is accessible.   Routes Jump",,,1,0,,,,"RTD bus stops",194240,20997,136537,40.014332,-105.277725
"2017-03-31 18:54:42","2017-05-26 16:02:13","RTD Arapahoe Ave & 16th St, Eastbound","Stop #12201. Station is accessible.RoutesJump",,,1,0,,,,"RTD bus stops",194241,20997,136538,40.014515,-105.273499
"2017-03-31 18:54:46","2017-05-26 16:02:18","RTD Arapahoe Ave & 17th St, Westbound","Stop #12202. Station is accessible.RoutesJump",,,1,0,,,,"RTD bus stops",194242,20997,136539,40.014641,-105.272942
"2017-03-31 18:54:50","2017-05-26 16:02:22","RTD Arapahoe Ave & 19th St, Eastbound","Stop #12204. Station is accessible.RoutesJump",,,1,0,,,,"RTD bus stops",194243,20997,136540,40.014526,-105.269646
"2017-03-31 18:57:16","2017-05-26 16:02:31","RTD Arapahoe Ave & 21st St, Westbound","Stop #12205. Station is accessible.   RoutesJump",,,1,0,,,,"RTD bus stops",194244,20997,136541,40.014641,-105.267212
"2017-03-31 18:57:20","2017-05-26 16:14:43","RTD Arapahoe Ave & 21st St, Eastbound","Stop #12206. Station is accessible.    RoutesJump",,,1,0,,,,"RTD bus stops",194245,20997,136542,40.014553,-105.266647
"2017-03-31 18:57:24","2017-05-26 16:14:47","RTD Arapahoe Ave & 23rd St, Eastbound","Stop #12207. Station is accessible.RoutesJump",,,1,0,,,,"RTD bus stops",194246,20997,136543,40.014671,-105.264404
"2017-03-31 18:57:28","2017-05-26 16:15:01","RTD Folsom St & Arapahoe Ave, Northbound","Stop #33141 Station is accessible.RoutesHop",,,1,0,,,,"RTD bus stops",194247,20997,136544,40.014236,-105.262970
"2017-03-31 18:57:36","2017-05-26 18:11:26","RTD Folsom St & Taft Dr, Southbound","Stop #33078. Station is accessible.RoutesHop",,,1,0,,,,"RTD bus stops",194249,20997,136546,40.011707,-105.263336
"2017-03-31 18:57:40","2017-05-26 18:32:57","RTD Folsom St & Taft Dr, Northbound","Stop #33140 Station is accessible.Routes:Hop",,,1,0,,,,"RTD bus stops",194250,20997,136547,40.011246,-105.263329
"2017-03-31 18:57:44","2017-05-26 18:11:22","RTD Folsom St & Colorado Ave (Fs), Northbound","Stop #33139. Station is accessible.RoutesHop",,,1,0,,,,"RTD bus stops",194251,20997,136548,40.008854,-105.264046
"2017-03-31 18:57:48","2017-05-26 18:11:17","RTD Colorado Ave & Folsom St (Farside), Eastbound","Stop #26057. Station is accessible. Routes209209GJStampede",,,1,0,,,,"RTD bus stops",194252,20997,136549,40.008171,-105.263000
"2017-03-31 18:57:52","2017-05-26 18:08:40","RTD Colorado Ave & 26th St, Westbound","Stop #13040. Station is accessible. RoutesJStampede",,,1,0,,,,"RTD bus stops",194253,20997,136550,40.008400,-105.261719
"2017-03-31 18:57:56","2017-05-26 18:08:35","RTD Colorado Ave & 28th St Nearside, Eastbound","Stop #25464. Station is accessible. Routes209209GJStampede",,,1,0,,,,"RTD bus stops",194254,20997,136551,40.008152,-105.260109
"2017-03-31 18:58:00","2017-05-26 17:37:31","RTD Colorado Ave & 28th St Farside, Westbound","Stop #13042. Station is accessible. Routes209209GJStampede",,,1,0,,,,"RTD bus stops",194255,20997,136552,40.008358,-105.259407
"2017-03-31 18:58:04","2017-05-26 16:44:41","RTD Arapahoe Ave & Folsom St, Eastbound","Stop #19386. Station is accessible.RoutesJump",,,1,0,,,,"RTD bus stops",194256,20997,136553,40.014473,-105.262428
"2017-03-31 18:58:12","2017-05-26 16:14:52","RTD Folsom St & Arapahoe Ave, Southbound","Stop #33077. Station is accessible.Routes Hop",,,1,0,,,,"RTD bus stops",194258,20997,136555,40.013962,-105.263237
"2017-03-31 18:58:16","2017-05-26 16:44:45","RTD Arapahoe Ave & 28th St, Westbound","Stop #12208. Station is accessible.RoutesJump",,,1,0,,,,"RTD bus stops",194259,20997,136556,40.014736,-105.261246
"2017-03-31 18:58:20","2017-05-26 16:44:50","RTD Arapahoe Ave & 28th St, Eastbound","Stop #12229. Station is accessible.RoutesJump",,,1,0,,,,"RTD bus stops",194260,20997,136557,40.014473,-105.259163
"2017-03-31 18:58:24","2017-05-26 16:44:55","RTD 28th St & Arapahoe Ave, Northbound","Stop #34607. Station is accessible. RoutesFF4FF6",,,1,0,,,,"RTD bus stops",194261,20997,136558,40.014225,-105.258286
"2017-03-31 18:58:28","2017-05-26 17:37:17","RTD 28th St & Taft Dr, Southbound",,,,1,0,,,,"RTD bus stops",194262,20997,136559,40.011051,-105.258873
"2017-03-31 18:58:32","2017-05-26 17:37:22","RTD 28th St & Sundown La, Northbound",,,,1,0,,,,"RTD bus stops",194263,20997,136560,40.010994,-105.258232
"2017-03-31 18:58:36","2017-05-26 17:37:27","RTD Colorado Ave & 28th St Farside, Westbound","Stop #23393 Station is accessible. Routes209209GJStampede",,,1,0,,,,"RTD bus stops",194264,20997,136561,40.008240,-105.258080
"2017-03-31 18:58:44","2017-05-26 17:37:36","RTD 28th St & College Ave, Northbound","Stop #26205. Station is accessible. RoutesFF4FF6",,,1,0,,,,"RTD bus stops",194266,20997,136563,40.007114,-105.258263
"2017-03-31 18:58:48","2017-05-26 17:37:40","RTD 28th St & Colorado Ave, Southbound","Stop #26210. Station is accessible. RoutesFF4FF6",,,1,0,,,,"RTD bus stops",194267,20997,136564,40.006985,-105.258881
"2017-03-31 18:58:52","2017-05-26 17:38:04","RTD Regent Dr & Colorado Ave, Southbound","Stop #23666. Station is accessible. Routes209209G",,,1,0,,,,"RTD bus stops",194268,20997,136565,40.007824,-105.261528
"2017-03-31 18:59:00","2017-05-26 17:37:54","RTD Regent Dr & Engineering Dr, Southbound","Stop #26009. Station is accessible. Routes209209G",,,1,0,,,,"RTD bus stops",194270,20997,136567,40.006077,-105.261475
"2017-03-31 18:59:04","2017-05-26 18:08:57","RTD Euclid Ave & 18th St","Stop #33184. Station is accessible. Routes209209GHopJStampede",,,1,0,,,,"RTD bus stops",194271,20997,136568,40.005924,-105.270119
"2017-03-31 18:59:12","2017-05-26 18:09:05","RTD 18th St & Euclid Ave, Southbound","Stop #25127. Station is accessible. RoutesHopJStampede",,,1,0,,,,"RTD bus stops",194273,20997,136570,40.006889,-105.269615
"2017-03-31 18:59:16","2017-05-26 18:09:14","RTD Colorado Ave & 18th St, Easbound","Stop #25940. Station is accessible. Routes209209GHopJStampede",,,1,0,,,,"RTD bus stops",194274,20997,136571,40.008236,-105.269058
"2017-03-31 18:59:20","2017-05-26 18:09:31","RTD Colorado Ave & 18th St, Westbound","Stop #25126. Station is accessible.RoutesHopJStampede",,,1,0,,,,"RTD bus stops",194275,20997,136572,40.008389,-105.267624
"2017-03-31 18:59:57","2017-05-26 18:10:59","RTD Colorado Ave & Folsom St, Westbound","Stop #25124. Station is accessible.RoutesHopJStampede",,,1,0,,,,"RTD bus stops",194277,20997,136574,40.008404,-105.265396
"2017-03-31 19:00:01","2017-05-26 18:11:03","RTD Colorado Ave & Folsom St, Eastbound","Stop #13044. Station is accessible. Routes209209GSopJStampede",,,1,0,,,,"RTD bus stops",194278,20997,136575,40.008224,-105.264954
"2017-03-31 19:00:09","2017-05-25 20:48:51","RTD Colorado Ave & Foothills Pkwy, Westbound","Stop #25459 Station is accessible.RoutesStampede",,,1,0,,,,"RTD bus stops",194280,20997,136577,40.008175,-105.240738
"2017-03-31 19:00:13","2017-05-25 20:48:56","RTD Colorado Ave & Monroe Dr, Eastbound","Stop #22529. Station is accessible.RoutesStampede",,,1,0,,,,"RTD bus stops",194281,20997,136578,40.007393,-105.242889
"2017-03-31 19:00:17","2017-05-25 20:49:00","RTD Colorado Ave & Discovery Dr, Westbound","Stop #22526. Station is accessible.RoutesStampede",,,1,0,,,,"RTD bus stops",194282,20997,136579,40.007591,-105.243881
"2017-03-31 19:00:20","2017-05-25 20:49:05","RTD Colorado Ave & Innovation Dr, Westbound","Stop #22527. Station is accessible. RoutesStampede",,,1,0,,,,"RTD bus stops",194283,20997,136580,40.007484,-105.246750
"2017-03-31 19:00:24","2017-05-25 20:49:10","RTD Colorado Ave & 35th St, Eastbound","Stop #22528 Station is accessible.RoutesStampede",,,1,0,,,,"RTD bus stops",194284,20997,136581,40.007195,-105.247246
"2017-03-31 19:00:28","2017-05-25 20:49:19","RTD Colorado Ave & 33rd St, Westbound","Stop #26588. Station is accessible.RoutesStampede",,,1,0,,,,"RTD bus stops",194285,20997,136582,40.007580,-105.249611
"2017-03-31 19:00:33","2017-05-25 20:49:23","RTD Colorado Ave & 33rd St, Eastbound","Stop #33815. Station is accessible.Routes Stampede",,,1,0,,,,"RTD bus stops",194286,20997,136583,40.007210,-105.250481
"2017-03-31 19:00:36","2017-05-25 20:49:28","RTD Colorado Ave & 30th St, Westbound","Stop #22602. Station is accessible.RoutesStampede",,,1,0,,,,"RTD bus stops",194287,20997,136584,40.007496,-105.252975
"2017-03-31 19:00:40","2017-05-25 21:15:24","RTD 30th St & Colorado Ave, Southbound","Stop #10829. Station is accessible. Routes209209GBound",,,1,0,,,,"RTD bus stops",194288,20997,136585,40.007030,-105.253403
"2017-03-31 19:00:44","2017-05-25 21:15:33","RTD Colorado Ave & 30th St, Eastbound","Stop #33871. Station is accessible. Routes209209GStampede",,,1,0,,,,"RTD bus stops",194289,20997,136586,40.007233,-105.253746
"2017-03-31 19:00:56","2017-05-25 21:15:42","RTD Colorado Ave & 30th St, Wesbound","Stop #13043. Station is accessible. Routes209209GJStampede",,,1,0,,,,"RTD bus stops",194291,20997,136588,40.007595,-105.254349
"2017-03-31 19:01:12","2017-05-25 21:15:29","RTD 30th St & Colorado Ave, Northbound","Stop #25465. Station is accessible. RoutesBoundJ",,,1,0,,,,"RTD bus stops",194293,20997,136590,40.007835,-105.253349
"2017-03-31 19:01:16","2017-05-25 21:16:05","RTD 30th St & Shadow Creek Dr, Southbound","Stop #25176. Station is accessible. RoutesBoundJ",,,1,0,,,,"RTD bus stops",194294,20997,136591,40.010998,-105.253654
"2017-03-31 19:01:20","2017-05-25 21:16:13","RTD 30th St & Marine St, Northbound","Stop #22509. Station is accessible. RoutesBoundJ",,,1,0,,,,"RTD bus stops",194295,20997,136592,40.013493,-105.253639
"2017-03-31 19:01:28","2017-05-25 21:16:18","RTD 30th St & Arapahoe Ave, Southbound","Stop #25117. Station is accessible. RoutesBoundJ",,,1,0,,,,"RTD bus stops",194296,20997,136593,40.013741,-105.253944
"2017-03-31 19:01:36","2017-05-25 20:30:34","RTD Arapahoe Ave & 30th St, Eastbound","Stop #12214. Station is accessible. Routes FF6JJumpStampede",,,1,0,,,,"RTD bus stops",194298,20997,136595,40.014488,-105.253120
"2017-03-31 19:01:40","2017-05-25 20:30:30","RTD Arapahoe Ave & 30th St, Westbound","Stop #12214. Station is accessible. Routes FF6Jump",,,1,0,,,,"RTD bus stops",194300,20997,136597,40.014767,-105.252892
"2017-03-31 19:01:44","2017-05-25 20:30:39","RTD Arapahoe Ave & 33rd St, Westbound","Stop #12217. Station is accessible. RoutesJJump",,,1,0,,,,"RTD bus stops",194301,20997,136598,40.014771,-105.250633
"2017-03-31 19:01:48","2017-05-25 20:30:43","RTD Arapahoe Ave & 33rd St, Eastbound","Stop #12216. Station is accessible. RoutesJJump",,,1,0,,,,"RTD bus stops",194302,20997,136599,40.014492,-105.249977
"2017-03-31 19:01:52","2017-05-25 20:30:07","RTD Arapahoe Ave & 38th St, Westbound","Stop #12240. Station is accessible. RoutesFF6JJump",,,1,0,,,,"RTD bus stops",194303,20997,136600,40.014805,-105.247093
"2017-03-31 19:01:56","2017-05-25 20:30:11","RTD Arapahoe Ave & Marine St, Eastbound","Stop #12241. Station is accessible. RoutesFF6JJumpStampede",,,1,0,,,,"RTD bus stops",194304,20997,136601,40.014477,-105.246124
"2017-03-31 19:02:00","2017-05-25 20:30:02","RTD Arapahoe Ave & Foothills Pkwy Nearside, Eastbound","Stop #19189. Station is accessible.    RoutesJumpStampede",,,1,0,,,,"RTD bus stops",194305,20997,136602,40.014435,-105.244461
"2017-03-31 19:02:48","2017-05-25 20:30:53","RTD Arapahoe Ave & Foothills Pkwy Farside, Westbound","Stop #19186. Station is accessible. RoutesJJump",,,1,0,,,,"RTD bus stops",194306,20997,136603,40.014801,-105.244156
"2017-03-31 19:02:56","2017-05-25 20:48:47","RTD Foothills Pkwy & Arapahoe Ave, Southbound","Stop # 25458. Station is accessible.RoutesStampede",,,1,0,,,,"RTD bus stops",194308,20997,136605,40.013817,-105.240738
"2017-03-31 19:03:00","2017-05-25 21:15:52","RTD Innovation Dr & Discovery Dr, Southbound","Station is accessible.RoutesStampede",,,1,0,,,,"RTD bus stops",194309,20997,136606,40.008408,-105.248466
"2017-03-31 19:03:04","2017-05-25 21:16:23","RTD Marine St & 30th St, Westbound","Stop #33813. Station is accessible. RoutesStampede",,,1,0,,,,"RTD bus stops",194310,20997,136607,40.013756,-105.250908
"2017-03-31 19:03:08","2017-05-25 21:16:27","RTD Marine St & Arapahoe Ave, Westbound","Stop #33812. Station is accessible.      RoutesStampede",,,1,0,,,,"RTD bus stops",194311,20997,136608,40.013741,-105.247810
"2017-03-31 19:03:16","2017-05-25 21:43:13","RTD Baseline Rd & 30th St, Westbound","Stop #12341. Station is accessible. Routes225225D225EBOUND",,,1,0,,,,"RTD bus stops",194313,20997,136610,40.000156,-105.253799
"2017-03-31 19:03:20","2017-05-25 21:43:18","RTD 30th St & Baseline Rd, Northbound","Stop #25122. Station is accessible.     RoutesBound",,,1,0,,,,"RTD bus stops",194314,20997,136611,40.000576,-105.252914
"2017-03-31 19:03:24","2017-05-25 21:43:22","RTD Baseline Rd & 35th St, Eastbound","Stop #12344. Station is accessible. Routes225225D225E",,,1,0,,,,"RTD bus stops",194315,20997,136612,39.999847,-105.249611
"2017-03-31 19:03:28","2017-05-25 21:43:27","RTD Baseline Rd & 35th St, Westbound","Stop #12343. Station is accessible. Routes225225D225E",,,1,0,,,,"RTD bus stops",194316,20997,136613,40.000164,-105.248802
"2017-03-31 19:03:48","2017-05-26 15:33:15","Bike Share Station Broadway & University Ave","Boulder B-cycle",,,1,0,,,,"Bike share",194321,20998,136618,40.010689,-105.276787
"2017-03-31 19:03:52","2017-05-26 18:33:02","Bike Share Station Grandview Ave","Boulder B-cycle",,,1,0,,,,"Bike share",194322,20998,136619,40.011768,-105.270096
"2017-03-31 19:03:56","2017-06-16 18:13:19","Bike Share Station Broadway UMC","Boulder B-cycle",,,1,0,,,,"Bike share",194323,20998,136620,40.006531,-105.272385
"2017-03-31 19:04:00","2017-05-26 18:11:13","Bike Share Station Folsom St & Colorado Ave","Boulder B-cycle",,,1,0,,,,"Bike share",194324,20998,136621,40.008152,-105.263741
"2017-03-31 19:04:04","2017-05-25 20:30:48","Bike Share Station 38th St & Arapahoe Ave","Boulder B-cycle",,,1,0,,,,"Bike share",194325,20998,136622,40.015049,-105.246971
"2017-03-31 19:04:08","2017-05-25 20:49:14","Bike Share Station Innovation Dr & Colorado Ave","Boulder B-cycle",,,1,0,,,,"Bike share",194326,20998,136623,40.007648,-105.247910
"2017-04-20 20:59:23","2017-04-20 20:59:23",test1,,,,1,0,,,,"Old Render",196965,19272,138745,40.010769,-105.289322
"2017-03-16 16:52:02","2017-05-03 20:53:39","connect roads",,,,1,0,,,,"Completed Round #1",198692,19274,134998,40.005100,-105.258636
"2017-03-16 16:52:06","2017-05-03 20:53:44","connect roads",,,,1,0,,,,"Completed Round #1",198693,19274,134999,40.003262,-105.253189
"2017-04-26 15:47:54","2017-05-03 20:53:48","Need to fix path down to creek - see images",,,,1,0,,,,"Completed Round #1",198694,19274,139664,40.011360,-105.270157
"2017-04-20 21:03:53","2017-05-03 20:53:53","A*dd CU logo detail to Ralphie pool - see image",,,,1,0,,,,"Completed Round #1",198695,19274,138751,40.009907,-105.269989
"2017-04-20 20:02:28","2017-05-03 20:53:57","*Move label (Macky Dr) - see description","Move the Macky Drive Label south just a bit so not over the gate.",,,1,0,,,,"Completed Round #1",198696,19274,138701,40.009975,-105.271904
"2017-04-20 21:03:44","2017-05-03 20:54:02","*Add parking lines",,,,1,0,,,,"Completed Round #1",198698,19274,138750,40.009594,-105.271484
"2017-04-20 19:49:55","2017-05-03 20:54:10","*Recolor terrace area in front of building (Macky) - see description & Image","The terrace area in front of the Macky Auditorium is red with some gray lines criss crossing. See image for details",,,1,0,,,,"Completed Round #1",198699,19274,138696,40.009773,-105.272751
"2017-04-20 19:49:38","2017-05-03 20:54:15","*Move label (pleasant st) - see description","Move the label for Pleasant Street over to the left a bit more so it is not over the building",,,1,0,,,,"Completed Round #1",198700,19274,138693,40.009495,-105.273499
"2017-04-20 20:41:32","2017-05-03 20:54:19","move gazebo to right centered on sidewalk",,,,1,0,,,,"Completed Round #1",198701,19274,138730,40.009892,-105.275658
"2017-04-20 20:41:36","2017-05-03 20:54:24","move gazebo to right centered on sidewalk",,,,1,0,,,,"Completed Round #1",198702,19274,138731,40.009892,-105.275658
"2017-04-20 20:41:20","2017-05-03 20:54:29","Change dirt to grass under tree",,,,1,0,,,,"Completed Round #1",198703,19274,138726,40.009827,-105.276154
"2017-04-20 20:41:24","2017-05-03 20:54:33","Change dirt to grass under tree",,,,1,0,,,,"Completed Round #1",198704,19274,138727,40.009827,-105.276154
"2017-04-20 20:41:52","2017-05-03 20:54:38","continue sidewalk to pavement",,,,1,0,,,,"Completed Round #1",198705,19274,138735,40.010372,-105.276146
"2017-04-20 20:41:48","2017-05-03 20:54:42","continue sidewalk to pavement",,,,1,0,,,,"Completed Round #1",198706,19274,138734,40.010372,-105.276146
"2017-04-20 19:49:42","2017-05-03 20:54:47","*Recolor sidewalk - see image & description ","The octagon sidewalk connector is a red brick.",,,1,0,,,,"Completed Round #1",198707,19274,138694,40.009071,-105.272758
"2017-04-20 20:41:44","2017-05-03 20:54:51","*Add colors for Flower pot - see description","This is a large flower patch",,,1,0,,,,"Completed Round #1",198708,19274,138733,40.008762,-105.275429
"2017-04-20 20:02:32","2017-05-03 20:54:56","Change to grass",,,,1,0,,,,"Completed Round #1",198709,19274,138702,40.008404,-105.272881
"2017-04-25 20:05:07","2017-05-03 20:55:00","*Add red color and the words UMC -- see image",,,,1,0,,,,"Completed Round #1",198710,19274,139518,40.006485,-105.271500
"2017-04-24 22:58:43","2017-05-03 20:55:05","sidewalk here - see images",,,,1,0,,,,"Completed Round #1",198711,19274,139382,40.005749,-105.269279
"2017-04-24 22:58:39","2017-05-03 20:55:10","*island with tree, bushes - see images",,,,1,0,,,,"Completed Round #1",198712,19274,139381,40.005604,-105.269371
"2017-04-21 19:49:06","2017-05-03 20:55:14","section isn't grass - see image",,,,1,0,,,,"Completed Round #1",198713,19274,139187,40.004616,-105.269585
"2017-04-21 19:48:10","2017-05-03 20:55:20","areas should be red - see image",,,,1,0,,,,"Completed Round #1",198714,19274,139178,40.004772,-105.268532
"2017-04-21 19:48:14","2017-05-03 20:55:24","*area red with trees (wardenburg) - see image",,,,1,0,,,,"Completed Round #1",198715,19274,139179,40.005135,-105.268616
"2017-04-24 22:58:51","2017-05-03 20:55:29","*field doesn't have these lines - see images",,,,1,0,,,,"Completed Round #1",198716,19274,139384,40.006107,-105.267654
"2017-04-25 22:51:27","2017-05-03 20:55:34","Remove plants (baker hall) - see image",,,,1,0,,,,"Completed Round #1",198717,19274,139556,40.006638,-105.267815
"2017-04-25 21:52:52","2017-05-03 20:55:38","Remove parking lines - see image","this actually goes to a loading dock area. Not a parking area.",,,1,0,,,,"Completed Round #1",198718,19274,139545,40.008041,-105.266281
"2017-04-20 16:30:48","2017-05-03 20:55:43","*move name (colorado ave) - see description","name is within the building please have it be in street only",,,1,0,,,,"Completed Round #1",198719,19274,138647,40.008305,-105.268211
"2017-04-25 21:50:04","2017-05-03 20:55:47","*Delete label (Colorado Ave.)",,,,1,0,,,,"Completed Round #1",198720,19274,139523,40.008320,-105.265358
"2017-04-25 21:50:08","2017-05-03 20:55:52","*Move label (Colorado Ave.)",,,,1,0,,,,"Completed Round #1",198721,19274,139524,40.008270,-105.263245
"2017-04-24 17:35:40","2017-05-03 20:55:56","red areas - see image",,,,1,0,,,,"Completed Round #1",198722,19274,139229,40.006775,-105.260406
"2017-04-21 19:48:58","2017-05-03 20:56:01","patio area is red (Coors) - see image",,,,1,0,,,,"Completed Round #1",198723,19274,139185,40.005226,-105.261200
"2017-04-21 19:49:02","2017-05-03 20:56:05","area is red - see image",,,,1,0,,,,"Completed Round #1",198724,19274,139186,40.005196,-105.260078
"2017-04-21 15:07:15","2017-05-03 20:56:10","red line on sidewalk - see image and descr","different if viewing as walking dude - line is not there. vs higher up it is",,,1,0,,,,"Completed Round #1",198725,19274,139045,40.003811,-105.262222
"2017-04-21 15:07:10","2017-05-03 20:56:15","grassy areas are dirt or red - see image and desc","need to check - the walking dude shows things different than being higher up",,,1,0,,,,"Completed Round #1",198726,19274,139044,40.003952,-105.262291
"2017-04-25 19:41:57","2017-05-03 21:30:07","*Change to sidewalk color",,,,1,0,,,,"Completed Round #1",198761,19274,139499,40.007236,-105.264450
"2017-04-21 19:47:41","2017-05-03 21:54:23","move discovery drive to right",,,,1,0,,,,"Completed Round #1",198762,19274,139175,40.010963,-105.253021
